filename,words
1738.png,.24.2569444;661987;1995105185661396;00-
1739.png,.24.2569444;661987;1995105185661396;00-
1740.png,.24.2569444;661987;1995105185661396;00-
1741.png,.24.2569444;661987;1995105185661396;00-
1742.png,097.4728211;509431;3320880780157048;79-
1743.png,097.4728211;509431;3320880780157048;79-
1744.png,097.4728211;509431;3320880780157048;79-
1745.png,097.4728211;509431;3320880780157048;79-
1746.png,097.4728211;509431;3320880780157048;79-
1747.png,.32.8863996;253052;7364766181844020;39-
1748.png,.32.8863996;253052;7364766181844020;39-
1749.png,.32.8863996;253052;7364766181844020;39-
1750.png,.32.8863996;253052;7364766181844020;39-
1751.png,.32.8863996;253052;7364766181844020;39-
1752.png,.32.8863996;253052;7364766181844020;39-
1753.png,.32.8863996;253052;7364766181844020;39-
1754.png,.32.8863996;253052;7364766181844020;39-
1755.png,.68.5152632;068435;2416831606658706;74-
1756.png,.68.5152632;068435;2416831606658706;74-
1757.png,.68.5152632;068435;2416831606658706;74-
1758.png,.68.5152632;068435;2416831606658706;74-
1759.png,.68.5152632;068435;2416831606658706;74-
1760.png,.78.1967699;149690;4992341310236553;81-
1761.png,.78.1967699;149690;4992341310236553;81-
1762.png,.78.1967699;149690;4992341310236553;81-
1763.png,.78.1967699;149690;4992341310236553;81-
1764.png,.78.1967699;149690;4992341310236553;81-
1765.png,042.7552287;752515;8754723601031940;93-
1766.png,042.7552287;752515;8754723601031940;93-
1767.png,042.7552287;752515;8754723601031940;93-
1768.png,042.7552287;752515;8754723601031940;93-
1769.png,042.7552287;752515;8754723601031940;93-
1770.png,042.7552287;752515;8754723601031940;93-
1771.png,042.7552287;752515;8754723601031940;93-
1772.png,042.7552287;752515;8754723601031940;93-
1773.png,092.9771673;567239;2830448727563193;35-
1774.png,092.9771673;567239;2830448727563193;35-
1775.png,092.9771673;567239;2830448727563193;35-
1776.png,092.9771673;567239;2830448727563193;35-
1777.png,092.9771673;567239;2830448727563193;35-
1778.png,.47.9966305;351875;8078964064226064;41-
1779.png,.47.9966305;351875;8078964064226064;41-
1780.png,.47.9966305;351875;8078964064226064;41-
1781.png,.47.9966305;351875;8078964064226064;41-
1782.png,.47.9966305;351875;8078964064226064;41-
1783.png,.60.3495265;069300;3086834663121281;64-
1784.png,.60.3495265;069300;3086834663121281;64-
1785.png,.60.3495265;069300;3086834663121281;64-
1786.png,.60.3495265;069300;3086834663121281;64-
1787.png,.60.3495265;069300;3086834663121281;64-
1788.png,.60.3495265;069300;3086834663121281;64-
1789.png,.60.3495265;069300;3086834663121281;64-
1790.png,.60.3495265;069300;3086834663121281;64-
1791.png,.72.7135278;684695;4710115862940737;80-
1792.png,.72.7135278;684695;4710115862940737;80-
1793.png,.72.7135278;684695;4710115862940737;80-
1794.png,.72.7135278;684695;4710115862940737;80-
1795.png,.72.7135278;684695;4710115862940737;80-
1796.png,.74.6944655;916413;5021536241665385;71-
1797.png,.74.6944655;916413;5021536241665385;71-
1798.png,.74.6944655;916413;5021536241665385;71-
1799.png,.74.6944655;916413;5021536241665385;71-
1800.png,.74.6944655;916413;5021536241665385;71-
1801.png,.44.0000112;918233;5994073173808424;29-
1802.png,.44.0000112;918233;5994073173808424;29-
1803.png,.44.0000112;918233;5994073173808424;29-
1804.png,.44.0000112;918233;5994073173808424;29-
1805.png,.44.0000112;918233;5994073173808424;29-
1806.png,.44.0000112;918233;5994073173808424;29-
1807.png,.44.0000112;918233;5994073173808424;29-
1808.png,.44.0000112;918233;5994073173808424;29-
1809.png,.20.4745540;346168;6501586613420343;22-
1810.png,.20.4745540;346168;6501586613420343;22-
1811.png,.20.4745540;346168;6501586613420343;22-
1812.png,.20.4745540;346168;6501586613420343;22-
1813.png,.20.4745540;346168;6501586613420343;22-
1814.png,.16.0702268;605316;9472848101986325;50-
1815.png,.16.0702268;605316;9472848101986325;50-
1816.png,.16.0702268;605316;9472848101986325;50-
1817.png,.16.0702268;605316;9472848101986325;50-
1818.png,.16.0702268;605316;9472848101986325;50-
1819.png,.19.7153946;912678;2609640645345107;02-
1820.png,.19.7153946;912678;2609640645345107;02-
1821.png,.19.7153946;912678;2609640645345107;02-
1822.png,.19.7153946;912678;2609640645345107;02-
1823.png,.19.7153946;912678;2609640645345107;02-
1824.png,.19.7153946;912678;2609640645345107;02-
1825.png,.19.7153946;912678;2609640645345107;02-
1826.png,.19.7153946;912678;2609640645345107;02-
1827.png,.82.5460432;519198;6484484076574722;50-
1828.png,.82.5460432;519198;6484484076574722;50-
1829.png,.82.5460432;519198;6484484076574722;50-
1830.png,.82.5460432;519198;6484484076574722;50-
1831.png,.82.5460432;519198;6484484076574722;50-
1832.png,029.0042431;182850;5504037584972892;64-
1833.png,029.0042431;182850;5504037584972892;64-
1834.png,029.0042431;182850;5504037584972892;64-
1835.png,029.0042431;182850;5504037584972892;64-
1836.png,029.0042431;182850;5504037584972892;64-
1837.png,.64.5095668;721890;1800151346306165;04-
1838.png,.64.5095668;721890;1800151346306165;04-
1839.png,.64.5095668;721890;1800151346306165;04-
1840.png,.64.5095668;721890;1800151346306165;04-
1841.png,.64.5095668;721890;1800151346306165;04-
1842.png,.64.5095668;721890;1800151346306165;04-
1843.png,.64.5095668;721890;1800151346306165;04-
1844.png,.64.5095668;721890;1800151346306165;04-
1845.png,008.3342554;565275;6260786864023674;74-
1846.png,008.3342554;565275;6260786864023674;74-
1847.png,008.3342554;565275;6260786864023674;74-
1848.png,008.3342554;565275;6260786864023674;74-
1849.png,008.3342554;565275;6260786864023674;74-
1850.png,.35.5375513;171587;3894486932950385;65-
1851.png,.35.5375513;171587;3894486932950385;65-
1852.png,.35.5375513;171587;3894486932950385;65-
1853.png,.35.5375513;171587;3894486932950385;65-
1854.png,.35.5375513;171587;3894486932950385;65-
1855.png,.89.2005419;174116;1874663314353767;53-
1856.png,.89.2005419;174116;1874663314353767;53-
1857.png,.89.2005419;174116;1874663314353767;53-
1858.png,.89.2005419;174116;1874663314353767;53-
1859.png,.89.2005419;174116;1874663314353767;53-
1860.png,.89.2005419;174116;1874663314353767;53-
1861.png,.89.2005419;174116;1874663314353767;53-
1862.png,.89.2005419;174116;1874663314353767;53-
1863.png,030.7096765;720358;4721723752419660;94-
1864.png,030.7096765;720358;4721723752419660;94-
1865.png,030.7096765;720358;4721723752419660;94-
1866.png,030.7096765;720358;4721723752419660;94-
1867.png,030.7096765;720358;4721723752419660;94-
1868.png,.40.3781072;595194;8510316116298825;98-
1869.png,.40.3781072;595194;8510316116298825;98-
1870.png,.40.3781072;595194;8510316116298825;98-
1871.png,.40.3781072;595194;8510316116298825;98-
1872.png,.40.3781072;595194;8510316116298825;98-
1873.png,.56.2582607;178293;8891019686382572;00-
1874.png,.56.2582607;178293;8891019686382572;00-
1875.png,.56.2582607;178293;8891019686382572;00-
1876.png,.56.2582607;178293;8891019686382572;00-
1877.png,.56.2582607;178293;8891019686382572;00-
1878.png,.56.2582607;178293;8891019686382572;00-
1879.png,.56.2582607;178293;8891019686382572;00-
1880.png,.56.2582607;178293;8891019686382572;00-
1881.png,.05.2639756;021631;4875958066318500;80-
1882.png,.05.2639756;021631;4875958066318500;80-
1883.png,.05.2639756;021631;4875958066318500;80-
1884.png,.05.2639756;021631;4875958066318500;80-
1885.png,.05.2639756;021631;4875958066318500;80-
1886.png,.77.5742517;864058;0460993682881372;40-
1887.png,.77.5742517;864058;0460993682881372;40-
1888.png,.77.5742517;864058;0460993682881372;40-
1889.png,.77.5742517;864058;0460993682881372;40-
1890.png,.77.5742517;864058;0460993682881372;40-
1891.png,.98.1392749;304057;1269012829340247;36-
1892.png,.98.1392749;304057;1269012829340247;36-
1893.png,.98.1392749;304057;1269012829340247;36-
1894.png,.98.1392749;304057;1269012829340247;36-
1895.png,.98.1392749;304057;1269012829340247;36-
1896.png,.98.1392749;304057;1269012829340247;36-
1897.png,.98.1392749;304057;1269012829340247;36-
1898.png,.98.1392749;304057;1269012829340247;36-
1899.png,.70.8352316;192976;1628282756392070;33-
1900.png,.70.8352316;192976;1628282756392070;33-
1901.png,.70.8352316;192976;1628282756392070;33-
1902.png,.70.8352316;192976;1628282756392070;33-
1903.png,.70.8352316;192976;1628282756392070;33-
1904.png,.82.2600315;131492;1597911856501667;66-
1905.png,.82.2600315;131492;1597911856501667;66-
1906.png,.82.2600315;131492;1597911856501667;66-
1907.png,.82.2600315;131492;1597911856501667;66-
1908.png,.82.2600315;131492;1597911856501667;66-
1909.png,.63.6854848;193241;1280131898384411;09-
1910.png,.63.6854848;193241;1280131898384411;09-
1911.png,.63.6854848;193241;1280131898384411;09-
1912.png,.63.6854848;193241;1280131898384411;09-
1913.png,.63.6854848;193241;1280131898384411;09-
1914.png,.63.6854848;193241;1280131898384411;09-
1915.png,.63.6854848;193241;1280131898384411;09-
1916.png,.63.6854848;193241;1280131898384411;09-
1917.png,.72.6489450;805836;0128742136735273;93-
1918.png,.72.6489450;805836;0128742136735273;93-
1919.png,.72.6489450;805836;0128742136735273;93-
1920.png,.72.6489450;805836;0128742136735273;93-
1921.png,.72.6489450;805836;0128742136735273;93-
1922.png,067.9032581;634095;0186915361898833;93-
1923.png,067.9032581;634095;0186915361898833;93-
1924.png,067.9032581;634095;0186915361898833;93-
1925.png,067.9032581;634095;0186915361898833;93-
1926.png,067.9032581;634095;0186915361898833;93-
1927.png,077.8511284;775268;0658383232826462;88-
1928.png,077.8511284;775268;0658383232826462;88-
1929.png,077.8511284;775268;0658383232826462;88-
1930.png,077.8511284;775268;0658383232826462;88-
1931.png,077.8511284;775268;0658383232826462;88-
1932.png,077.8511284;775268;0658383232826462;88-
1933.png,077.8511284;775268;0658383232826462;88-
1934.png,077.8511284;775268;0658383232826462;88-
1935.png,.72.3306721;461916;1661178779542082;87-
1936.png,.72.3306721;461916;1661178779542082;87-
1937.png,.72.3306721;461916;1661178779542082;87-
1938.png,.72.3306721;461916;1661178779542082;87-
1939.png,.72.3306721;461916;1661178779542082;87-
1940.png,.56.3738989;131921;2901643922436027;62-
1941.png,.56.3738989;131921;2901643922436027;62-
1942.png,.56.3738989;131921;2901643922436027;62-
1943.png,.56.3738989;131921;2901643922436027;62-
1944.png,.56.3738989;131921;2901643922436027;62-
1945.png,097.7117423;475555;8397952141286457;83-
1946.png,097.7117423;475555;8397952141286457;83-
1947.png,097.7117423;475555;8397952141286457;83-
1948.png,097.7117423;475555;8397952141286457;83-
1949.png,097.7117423;475555;8397952141286457;83-
1950.png,097.7117423;475555;8397952141286457;83-
1951.png,097.7117423;475555;8397952141286457;83-
1952.png,097.7117423;475555;8397952141286457;83-
1953.png,.32.0260735;744782;5073570270063322;64-
1954.png,.32.0260735;744782;5073570270063322;64-
1955.png,.32.0260735;744782;5073570270063322;64-
1956.png,.32.0260735;744782;5073570270063322;64-
1957.png,.32.0260735;744782;5073570270063322;64-
1958.png,.43.9499187;645472;9245683343873770;51-
1959.png,.43.9499187;645472;9245683343873770;51-
1960.png,.43.9499187;645472;9245683343873770;51-
1961.png,.43.9499187;645472;9245683343873770;51-
1962.png,.43.9499187;645472;9245683343873770;51-
1963.png,.98.6147127;549665;1374565466300255;21-
1964.png,.98.6147127;549665;1374565466300255;21-
1965.png,.98.6147127;549665;1374565466300255;21-
1966.png,.98.6147127;549665;1374565466300255;21-
1967.png,.98.6147127;549665;1374565466300255;21-
1968.png,.98.6147127;549665;1374565466300255;21-
1969.png,.98.6147127;549665;1374565466300255;21-
1970.png,.98.6147127;549665;1374565466300255;21-
1971.png,.92.1095876;863939;7760431605626721;88-
1972.png,.92.1095876;863939;7760431605626721;88-
1973.png,.92.1095876;863939;7760431605626721;88-
1974.png,.92.1095876;863939;7760431605626721;88-
1975.png,.92.1095876;863939;7760431605626721;88-
1976.png,.25.2050841;374849;3022673348010202;61-
1977.png,.25.2050841;374849;3022673348010202;61-
1978.png,.25.2050841;374849;3022673348010202;61-
1979.png,.25.2050841;374849;3022673348010202;61-
1980.png,.25.2050841;374849;3022673348010202;61-
1981.png,.59.9868018;245915;3147906457211300;06-
1982.png,.59.9868018;245915;3147906457211300;06-
1983.png,.59.9868018;245915;3147906457211300;06-
1984.png,.59.9868018;245915;3147906457211300;06-
1985.png,.59.9868018;245915;3147906457211300;06-
1986.png,.59.9868018;245915;3147906457211300;06-
1987.png,.59.9868018;245915;3147906457211300;06-
1988.png,.59.9868018;245915;3147906457211300;06-
1989.png,.99.9042172;963357;1336698151944600;61-
1990.png,.99.9042172;963357;1336698151944600;61-
1991.png,.99.9042172;963357;1336698151944600;61-
1992.png,.99.9042172;963357;1336698151944600;61-
1993.png,.99.9042172;963357;1336698151944600;61-
1994.png,.76.5487748;463458;7772147818597988;20-
1995.png,.76.5487748;463458;7772147818597988;20-
1996.png,.76.5487748;463458;7772147818597988;20-
1997.png,.76.5487748;463458;7772147818597988;20-
1998.png,.76.5487748;463458;7772147818597988;20-
1999.png,.39.5676718;666453;6847966014396662;85-
2000.png,.39.5676718;666453;6847966014396662;85-
2001.png,.39.5676718;666453;6847966014396662;85-
2002.png,.39.5676718;666453;6847966014396662;85-
2003.png,.39.5676718;666453;6847966014396662;85-
2004.png,.39.5676718;666453;6847966014396662;85-
2005.png,.39.5676718;666453;6847966014396662;85-
2006.png,.39.5676718;666453;6847966014396662;85-
2007.png,.21.4463245;642785;5429698761917003;08-
2008.png,.21.4463245;642785;5429698761917003;08-
2009.png,.21.4463245;642785;5429698761917003;08-
2010.png,.21.4463245;642785;5429698761917003;08-
2011.png,.21.4463245;642785;5429698761917003;08-
2012.png,.82.0752928;361423;6201814073112169;18-
2013.png,.82.0752928;361423;6201814073112169;18-
2014.png,.82.0752928;361423;6201814073112169;18-
2015.png,.82.0752928;361423;6201814073112169;18-
2016.png,.82.0752928;361423;6201814073112169;18-
2017.png,049.5557746;046185;3326266325229049;00-
2018.png,049.5557746;046185;3326266325229049;00-
2019.png,049.5557746;046185;3326266325229049;00-
2020.png,049.5557746;046185;3326266325229049;00-
2021.png,049.5557746;046185;3326266325229049;00-
2022.png,049.5557746;046185;3326266325229049;00-
2023.png,049.5557746;046185;3326266325229049;00-
2024.png,049.5557746;046185;3326266325229049;00-
2025.png,.46.1655486;431223;9992342645914365;44-
2026.png,.46.1655486;431223;9992342645914365;44-
2027.png,.46.1655486;431223;9992342645914365;44-
2028.png,.46.1655486;431223;9992342645914365;44-
2029.png,.46.1655486;431223;9992342645914365;44-
2030.png,.74.5493598;355729;1412199218465053;72-
2031.png,.74.5493598;355729;1412199218465053;72-
2032.png,.74.5493598;355729;1412199218465053;72-
2033.png,.74.5493598;355729;1412199218465053;72-
2034.png,.74.5493598;355729;1412199218465053;72-
2035.png,.51.1032750;645173;6317963357486246;55-
2036.png,.51.1032750;645173;6317963357486246;55-
2037.png,.51.1032750;645173;6317963357486246;55-
2038.png,.51.1032750;645173;6317963357486246;55-
2039.png,.51.1032750;645173;6317963357486246;55-
2040.png,.51.1032750;645173;6317963357486246;55-
2041.png,.51.1032750;645173;6317963357486246;55-
2042.png,.51.1032750;645173;6317963357486246;55-
2043.png,056.5149709;483551;9803465616032839;89-
2044.png,056.5149709;483551;9803465616032839;89-
2045.png,056.5149709;483551;9803465616032839;89-
2046.png,056.5149709;483551;9803465616032839;89-
2047.png,056.5149709;483551;9803465616032839;89-
2048.png,.24.5801530;985970;6147053620356750;78-
2049.png,.24.5801530;985970;6147053620356750;78-
2050.png,.24.5801530;985970;6147053620356750;78-
2051.png,.24.5801530;985970;6147053620356750;78-
2052.png,.24.5801530;985970;6147053620356750;78-
2053.png,.42.4513282;155938;5226703906697002;53-
2054.png,.42.4513282;155938;5226703906697002;53-
2055.png,.42.4513282;155938;5226703906697002;53-
2056.png,.42.4513282;155938;5226703906697002;53-
2057.png,.42.4513282;155938;5226703906697002;53-
2058.png,.42.4513282;155938;5226703906697002;53-
2059.png,.42.4513282;155938;5226703906697002;53-
2060.png,.42.4513282;155938;5226703906697002;53-
2061.png,.24.7871894;997350;8900793617284364;43-
2062.png,.24.7871894;997350;8900793617284364;43-
2063.png,.24.7871894;997350;8900793617284364;43-
2064.png,.24.7871894;997350;8900793617284364;43-
2065.png,.24.7871894;997350;8900793617284364;43-
2066.png,.97.9241295;120692;1379727041890697;47-
2067.png,.97.9241295;120692;1379727041890697;47-
2068.png,.97.9241295;120692;1379727041890697;47-
2069.png,.97.9241295;120692;1379727041890697;47-
2070.png,.97.9241295;120692;1379727041890697;47-
2071.png,.29.8293914;727066;2684604983582302;29-
2072.png,.29.8293914;727066;2684604983582302;29-
2073.png,.29.8293914;727066;2684604983582302;29-
2074.png,.29.8293914;727066;2684604983582302;29-
2075.png,.29.8293914;727066;2684604983582302;29-
2076.png,.29.8293914;727066;2684604983582302;29-
2077.png,.29.8293914;727066;2684604983582302;29-
2078.png,.29.8293914;727066;2684604983582302;29-
2079.png,.00.8579625;812526;5677834040363190;89-
2080.png,.00.8579625;812526;5677834040363190;89-
2081.png,.00.8579625;812526;5677834040363190;89-
2082.png,.00.8579625;812526;5677834040363190;89-
2083.png,.00.8579625;812526;5677834040363190;89-
2084.png,.27.4817951;968056;7331400569834674;51-
2085.png,.27.4817951;968056;7331400569834674;51-
2086.png,.27.4817951;968056;7331400569834674;51-
2087.png,.27.4817951;968056;7331400569834674;51-
2088.png,.27.4817951;968056;7331400569834674;51-
2089.png,.62.1437102;955699;8301686995768822;80-
2090.png,.62.1437102;955699;8301686995768822;80-
2091.png,.62.1437102;955699;8301686995768822;80-
2092.png,.62.1437102;955699;8301686995768822;80-
2093.png,.62.1437102;955699;8301686995768822;80-
2094.png,.62.1437102;955699;8301686995768822;80-
2095.png,.62.1437102;955699;8301686995768822;80-
2096.png,.62.1437102;955699;8301686995768822;80-
2097.png,.59.0767200;107879;7496195725402920;31-
2098.png,.59.0767200;107879;7496195725402920;31-
2099.png,.59.0767200;107879;7496195725402920;31-
2100.png,.59.0767200;107879;7496195725402920;31-
2101.png,.59.0767200;107879;7496195725402920;31-
2102.png,.01.3205625;391875;3687754521650747;23-
2103.png,.01.3205625;391875;3687754521650747;23-
2104.png,.01.3205625;391875;3687754521650747;23-
2105.png,.01.3205625;391875;3687754521650747;23-
2106.png,.01.3205625;391875;3687754521650747;23-
2107.png,.63.7041739;310694;4649459391390342;93-
2108.png,.63.7041739;310694;4649459391390342;93-
2109.png,.63.7041739;310694;4649459391390342;93-
2110.png,.63.7041739;310694;4649459391390342;93-
2111.png,.63.7041739;310694;4649459391390342;93-
2112.png,.63.7041739;310694;4649459391390342;93-
2113.png,.63.7041739;310694;4649459391390342;93-
2114.png,.63.7041739;310694;4649459391390342;93-
2115.png,004.4735365;752777;4872614082531633;35-
2116.png,004.4735365;752777;4872614082531633;35-
2117.png,004.4735365;752777;4872614082531633;35-
2118.png,004.4735365;752777;4872614082531633;35-
2119.png,004.4735365;752777;4872614082531633;35-
2120.png,025.3203697;196017;0701367865912112;10-
2121.png,025.3203697;196017;0701367865912112;10-
2122.png,025.3203697;196017;0701367865912112;10-
2123.png,025.3203697;196017;0701367865912112;10-
2124.png,025.3203697;196017;0701367865912112;10-
2125.png,.57.6405845;215296;9589196914066469;18-
2126.png,.57.6405845;215296;9589196914066469;18-
2127.png,.57.6405845;215296;9589196914066469;18-
2128.png,.57.6405845;215296;9589196914066469;18-
2129.png,.57.6405845;215296;9589196914066469;18-
2130.png,.57.6405845;215296;9589196914066469;18-
2131.png,.57.6405845;215296;9589196914066469;18-
2132.png,.57.6405845;215296;9589196914066469;18-
2133.png,.32.3584236;690150;6892112317314408;10-
2134.png,.32.3584236;690150;6892112317314408;10-
2135.png,.32.3584236;690150;6892112317314408;10-
2136.png,.32.3584236;690150;6892112317314408;10-
2137.png,.32.3584236;690150;6892112317314408;10-
2138.png,.67.6184619;652981;3474079883084301;78-
2139.png,.67.6184619;652981;3474079883084301;78-
2140.png,.67.6184619;652981;3474079883084301;78-
2141.png,.67.6184619;652981;3474079883084301;78-
2142.png,.67.6184619;652981;3474079883084301;78-
2143.png,.83.2489940;892739;2903448689851984;21-
2144.png,.83.2489940;892739;2903448689851984;21-
2145.png,.83.2489940;892739;2903448689851984;21-
2146.png,.83.2489940;892739;2903448689851984;21-
2147.png,.83.2489940;892739;2903448689851984;21-
2148.png,.83.2489940;892739;2903448689851984;21-
2149.png,.83.2489940;892739;2903448689851984;21-
2150.png,.83.2489940;892739;2903448689851984;21-
2151.png,.97.7178381;939517;4215538990097011;63-
2152.png,.97.7178381;939517;4215538990097011;63-
2153.png,.97.7178381;939517;4215538990097011;63-
2154.png,.97.7178381;939517;4215538990097011;63-
2155.png,.97.7178381;939517;4215538990097011;63-
2156.png,054.4983149;598508;7096934510814239;42-
2157.png,054.4983149;598508;7096934510814239;42-
2158.png,054.4983149;598508;7096934510814239;42-
2159.png,054.4983149;598508;7096934510814239;42-
2160.png,054.4983149;598508;7096934510814239;42-
2161.png,.73.4143921;964990;9557790976055218;27-
2162.png,.73.4143921;964990;9557790976055218;27-
2163.png,.73.4143921;964990;9557790976055218;27-
2164.png,.73.4143921;964990;9557790976055218;27-
2165.png,.73.4143921;964990;9557790976055218;27-
2166.png,.73.4143921;964990;9557790976055218;27-
2167.png,.73.4143921;964990;9557790976055218;27-
2168.png,.73.4143921;964990;9557790976055218;27-
2169.png,008.4256750;935420;7590512366930039;43-
2170.png,008.4256750;935420;7590512366930039;43-
2171.png,008.4256750;935420;7590512366930039;43-
2172.png,008.4256750;935420;7590512366930039;43-
2173.png,008.4256750;935420;7590512366930039;43-
2174.png,054.6872999;960402;7692352404789580;65-
2175.png,054.6872999;960402;7692352404789580;65-
2176.png,054.6872999;960402;7692352404789580;65-
2177.png,054.6872999;960402;7692352404789580;65-
2178.png,054.6872999;960402;7692352404789580;65-
2179.png,.63.0748146;803856;0465799352448645;83-
2180.png,.63.0748146;803856;0465799352448645;83-
2181.png,.63.0748146;803856;0465799352448645;83-
2182.png,.63.0748146;803856;0465799352448645;83-
2183.png,.63.0748146;803856;0465799352448645;83-
2184.png,.63.0748146;803856;0465799352448645;83-
2185.png,.63.0748146;803856;0465799352448645;83-
2186.png,.63.0748146;803856;0465799352448645;83-
2187.png,024.4138588;732858;0267231519882818;28-
2188.png,024.4138588;732858;0267231519882818;28-
2189.png,024.4138588;732858;0267231519882818;28-
2190.png,024.4138588;732858;0267231519882818;28-
2191.png,024.4138588;732858;0267231519882818;28-
2192.png,075.8903288;501227;3693157743291158;95-
2193.png,075.8903288;501227;3693157743291158;95-
2194.png,075.8903288;501227;3693157743291158;95-
2195.png,075.8903288;501227;3693157743291158;95-
2196.png,075.8903288;501227;3693157743291158;95-
2197.png,.12.2118691;452487;7266100234503540;33-
2198.png,.12.2118691;452487;7266100234503540;33-
2199.png,.12.2118691;452487;7266100234503540;33-
2200.png,.12.2118691;452487;7266100234503540;33-
2201.png,.12.2118691;452487;7266100234503540;33-
2202.png,.12.2118691;452487;7266100234503540;33-
2203.png,.12.2118691;452487;7266100234503540;33-
2204.png,.12.2118691;452487;7266100234503540;33-
2205.png,083.1472022;950834;4279799785020459;51-
2206.png,083.1472022;950834;4279799785020459;51-
2207.png,083.1472022;950834;4279799785020459;51-
2208.png,083.1472022;950834;4279799785020459;51-
2209.png,083.1472022;950834;4279799785020459;51-
2210.png,.33.7840712;175782;9223210010991261;91-
2211.png,.33.7840712;175782;9223210010991261;91-
2212.png,.33.7840712;175782;9223210010991261;91-
2213.png,.33.7840712;175782;9223210010991261;91-
2214.png,.33.7840712;175782;9223210010991261;91-
2215.png,.39.6124738;809702;2512808043853200;62-
2216.png,.39.6124738;809702;2512808043853200;62-
2217.png,.39.6124738;809702;2512808043853200;62-
2218.png,.39.6124738;809702;2512808043853200;62-
2219.png,.39.6124738;809702;2512808043853200;62-
2220.png,.39.6124738;809702;2512808043853200;62-
2221.png,.39.6124738;809702;2512808043853200;62-
2222.png,.39.6124738;809702;2512808043853200;62-
2223.png,.94.8019851;546855;4146697173164132;84-
2224.png,.94.8019851;546855;4146697173164132;84-
2225.png,.94.8019851;546855;4146697173164132;84-
2226.png,.94.8019851;546855;4146697173164132;84-
2227.png,.94.8019851;546855;4146697173164132;84-
2228.png,080.1832352;407251;3436484990264248;64-
2229.png,080.1832352;407251;3436484990264248;64-
2230.png,080.1832352;407251;3436484990264248;64-
2231.png,080.1832352;407251;3436484990264248;64-
2232.png,080.1832352;407251;3436484990264248;64-
2233.png,.38.4677029;598128;0448997067950339;82-
2234.png,.38.4677029;598128;0448997067950339;82-
2235.png,.38.4677029;598128;0448997067950339;82-
2236.png,.38.4677029;598128;0448997067950339;82-
2237.png,.38.4677029;598128;0448997067950339;82-
2238.png,.38.4677029;598128;0448997067950339;82-
2239.png,.38.4677029;598128;0448997067950339;82-
2240.png,.38.4677029;598128;0448997067950339;82-
2241.png,.33.1326735;550834;9494305652031788;12-
2242.png,.33.1326735;550834;9494305652031788;12-
2243.png,.33.1326735;550834;9494305652031788;12-
2244.png,.33.1326735;550834;9494305652031788;12-
2245.png,.33.1326735;550834;9494305652031788;12-
2246.png,.46.8983223;765405;3864978422697780;05-
2247.png,.46.8983223;765405;3864978422697780;05-
2248.png,.46.8983223;765405;3864978422697780;05-
2249.png,.46.8983223;765405;3864978422697780;05-
2250.png,.46.8983223;765405;3864978422697780;05-
2251.png,.97.2112060;145479;2636219651337668;90-
2252.png,.97.2112060;145479;2636219651337668;90-
2253.png,.97.2112060;145479;2636219651337668;90-
2254.png,.97.2112060;145479;2636219651337668;90-
2255.png,.97.2112060;145479;2636219651337668;90-
2256.png,.97.2112060;145479;2636219651337668;90-
2257.png,.97.2112060;145479;2636219651337668;90-
2258.png,.97.2112060;145479;2636219651337668;90-
2259.png,098.9000770;964063;7501555080960006;24-
2260.png,098.9000770;964063;7501555080960006;24-
2261.png,098.9000770;964063;7501555080960006;24-
2262.png,098.9000770;964063;7501555080960006;24-
2263.png,098.9000770;964063;7501555080960006;24-
2264.png,011.4512765;012524;6749206540156092;62-
2265.png,011.4512765;012524;6749206540156092;62-
2266.png,011.4512765;012524;6749206540156092;62-
2267.png,011.4512765;012524;6749206540156092;62-
2268.png,011.4512765;012524;6749206540156092;62-
2269.png,.26.2086281;856008;9891769953273015;70-
2270.png,.26.2086281;856008;9891769953273015;70-
2271.png,.26.2086281;856008;9891769953273015;70-
2272.png,.26.2086281;856008;9891769953273015;70-
2273.png,.26.2086281;856008;9891769953273015;70-
2274.png,.26.2086281;856008;9891769953273015;70-
2275.png,.26.2086281;856008;9891769953273015;70-
2276.png,.26.2086281;856008;9891769953273015;70-
2277.png,.46.6814043;964008;0734665955604918;01-
2278.png,.46.6814043;964008;0734665955604918;01-
2279.png,.46.6814043;964008;0734665955604918;01-
2280.png,.46.6814043;964008;0734665955604918;01-
2281.png,.46.6814043;964008;0734665955604918;01-
2282.png,.72.5985315;253959;9724700356333132;63-
2283.png,.72.5985315;253959;9724700356333132;63-
2284.png,.72.5985315;253959;9724700356333132;63-
2285.png,.72.5985315;253959;9724700356333132;63-
2286.png,.72.5985315;253959;9724700356333132;63-
2287.png,.49.3526294;251829;1391698050917437;44-
2288.png,.49.3526294;251829;1391698050917437;44-
2289.png,.49.3526294;251829;1391698050917437;44-
2290.png,.49.3526294;251829;1391698050917437;44-
2291.png,.49.3526294;251829;1391698050917437;44-
2292.png,.49.3526294;251829;1391698050917437;44-
2293.png,.49.3526294;251829;1391698050917437;44-
2294.png,.49.3526294;251829;1391698050917437;44-
2295.png,.69.6080429;675125;4557602852183496;62-
2296.png,.69.6080429;675125;4557602852183496;62-
2297.png,.69.6080429;675125;4557602852183496;62-
2298.png,.69.6080429;675125;4557602852183496;62-
2299.png,.69.6080429;675125;4557602852183496;62-
2300.png,038.0283129;656242;1155161909609819;07-
2301.png,038.0283129;656242;1155161909609819;07-
